;;;;;;;;;;;
AÑO SANCIÓN;MES SANCIÓN;Canal / Cable Operador;MES EMISIÓN;AÑO EMISIÓN;Contenidos Denunciados;MULTA ;TEMA DENUNICIADO;;;;
2015;NOVIEMBRE;;ABRIL;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;CHILEVISIÓN;MARZO;2015;– Se expone, sin su consentimiento, la imagen de la entrevistada y denunciante, lo que implicó un desconocimiento de su derecho a disponer de su imagen y, con ello, una vulneración de su dignidad personal.;0;"Vulneración de la Dignidad Personal
";;;;
2015;OCTUBRE;CLARO;ABRIL;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (100 UTM).;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;CLARO;ABRIL;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;CLARO;MAYO;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;CLARO;MAYO;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;DIRECTV;MAYO;2015;"

– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (250 UTM)";250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;DIRECTV;MAYO;2015;;250;;;;;
2015;OCTUBRE;TELEFÓNICA;MAYO;2015;"– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (250 UTM)

– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (250 UTM)";500;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;CIELOS SUREÑOS;ABRIL;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;CIELOS SUREÑOS;ABRIL;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;VTR;MAYO;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;OCTUBRE;VTR;MAYO;2015;– Se emite en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;SEPTIEMBRE;DIRECTV;ABRIL;2015;– Se transmiten en “horario para todo espectador”, no obstante ser su contenido no apto para ser visionado por menores.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;AGOSTO;MEGA;JUNIO;2015;– Se vulnera la dignidad personal de mujeres inmigrantes colombianas en Chile.;200;"Vulneración de la Dignidad Personal
";;;;
2015;JULIO;CANAL 13;ENERO;2015;– Se atentó en contra de la dignidad personal de un menor de edad agredido por su padre.;300;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2015;JULIO;CLARO;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM).;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;DIRECTV;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM).;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;DIRECTV;MARZO;2015;-Se transmiten contenidos en “horario para todo espectador”, no obstante ser su contenido inadecuado para ser visionado por menores. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;TELEFÓNICA;MARZO;2015;– Se transmiten en horario para todo espectador contenidos no aptos para ser visionados por menores de edad, afectando así la formación espiritual e intelectual de la niñez y la juventud.;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;TELEFÓNICA;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante ser su contenido inadecuado para ser visionado por menores. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;TELEFÓNICA;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante ser su contenido inadecuado para ser visionado por menores. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;VTR;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;VTR;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante ser su contenido inadecuado para ser visionado por menores. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JULIO;VTR;MARZO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JUNIO;CABLE HOGAR LIMITADA;ENERO;2014;– Se transmite contenido pornográfico.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JUNIO;CHILEVISIÓN;NOVIEMBRE;2014;– Se atenta en contra de la dignidad personal de un menor de edad involucrado en hechos delictivos.;100;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2015;JUNIO;DIRECTV;FEBRERO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”;250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JUNIO;MEGA;;2015;– Se transmiten en horario para todo espectador contenidos no aptos para ser visionados por menores de edad, afectando así la formación espiritual e intelectual de la niñez y la juventud.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JUNIO;LA RED ;FEBRERO;2015;– Se vulneran los derechos de un menor de 11 años al exponer el cuestionamiento de la paternidad de Máximo Menem, hijo de Cecilia Bolocco.;50;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2015;JUNIO;TELEFÓNICA;FEBRERO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;JUNIO;VTR;FEBRERO;2015;– Se transmiten contenidos en “horario para todo espectador”, no obstante su calificación como “para mayores de 18 años”;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;MAYO;CHILEVISIÓN;OCTUBRE;2014;– Se vulnera la dignidad personal de la víctima de un homicidio, de sus deudos, y la formación espiritual e intelectual de la niñez y la juventud. (300 UTM);300;"Vulneración de la Dignidad Personal
";;;;
2015;MAYO;CHILEVISIÓN;DICIEMBRE;2014;– Se vulnera la intimidad y dignidad personal de una niña menor de edad víctima de un hecho de índole sexual, al exhibir elementos suficientes para determinar su identidad. (300 UTM);300;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2015;MAYO;CHILEVISIÓ;DICIEMBRE;2014;– Se vulnera la dignidad personal de la esposa de un hombre recientemente asesinado. (300 UTM);300;"Vulneración de la Dignidad Personal
";;;;
2015;MAYO;LA RED ;DICIEMBRE;2014;– Se repite, en forma extensa e innecesaria, la secuencia en que el periodista James Foley es asesinado. (50 UTM);100;"Sensacionalismo y Desinformación
";;;;
2015;MAYO;LA RED ;DICIEMBRE;2014;"– Emisión truculenta en la que se repite, en forma extensa e innecesaria, una secuencia sobre la decapitación de unos soldados a manos de milicianos del ISIS. (50 UTM)

";50;"Sensacionalismo y Desinformación
";;;;
2015;MAYO;LA RED ;DICIEMBRE;2014;– Se atenta en contra de la dignidad personal de un joven en supuesto estado de embriaguez. (Amonestación);0;"Vulneración de la Dignidad Personal
";;;;
2015;ABRIL;CTVC;OCTUBRE;2014;– Se emiten escenas de explícita sexualidad adulta en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años. (Amonestación);0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;CTVC;ABRIL;2014;– Se emiten escenas de violencia, desnudos explícitos y consumo de alcohol en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años. (Amonestación);0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;CLARO;DICIEMBRE;2014;– Se emiten escenas de violencia explícita de larga duración en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;DIRECTV;DICIEMBRE;2014;– Se emiten escenas de violencia explícita de larga duración en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años.;250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;LA RED;OCTUBRE;2014;– Se vulnera la dignidad de las personas homosexuales y la formación espiritual e intelectual de la niñez y la juventud.;0;"Vulneración de la Dignidad Personal
";;;;
2015;ABRIL;TELEFÓNICA;DICIEMBRE;2014;– Se emiten escenas de violencia explícita de larga duración en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;VTR;NOVIEMBRE;2014;– Se emiten variedad de escenas violentas en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;VTR;DICIEMBRE;2014;– Se vulnera la dignidad de las personas. (100 UTM);100;"Vulneración de la Dignidad Personal
";;;;
2015;ABRIL;VTR;DICIEMBRE;2014;– Se emiten escenas de violencia explícita de larga duración en HTE, a pesar de ser contenido inadecuado para ser visionado por niños y niñas menores de 18 años. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;ABRIL;VTR;DICIEMBRE;2014;;200;;;;;
2015;MARZO;CANAL 13;OCTUBRE;2014;– Se vulnera la dignidad de un menor de edad señalado como el autor de varios delitos de incendio.;100;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2015;MARZO;CTVC;OCTUBRE;2014;– Emitir contenido calificado para mayores de 18 años, en HTE. (Amonestación);0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;MARZO;CTVC;OCTUBRE;2014;– Emitir contenido calificado para mayores de 18 años, en HTE. (Amonestación);0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;MARZO;TVN;OCTUBRE;2014;– Se vulnera la honra de don Anderson Medina Pachón, líder de una banda de delincuentes, supuestamente culpables del robo a una sucursal bancaria. (Amonestación);0;"Vulneración de la Dignidad Personal
";;;;
2015;FEBRERO;CHILEVISIÓN;SEPTIEMBRE;2014;– Contenidos con importante grado de crudeza y violencia emitidos en HTE.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2015;FEBRERO;TELECANAL;SEPTIEMBRE;2014;– Secuencias crudas y violentas en HTE.;100;;;;;
2015;ENERO;CANAL 13;AGOSTO;2014;;100;;;;;
2015;ENERO;CHILEVISIÓN;AGOSTO;2014;;300;;;;;
2015;ENERO;DIRECTV;SEPTIEMBRE;2014;;300;;;;;
2015;ENERO;LIV TV;JULIO;2014;;0;;;;;
2015;ENERO;TELEFÓNICA;JULIO;2014;;200;;;;;
2015;ENERO;TELEFÓNICA;OCTUBRE;2014;;200;;;;;
2015;ENERO;VTR;AGOSTO;2014;;100;;;;;
2015;ENERO;VTR;SEPTIEMBRE;2014;;100;;;;;
2016;DICIEMBRE;CANAL 13;JUNIO;2015;– Repetición de rutina de Yerko Puchento cuyos contenidos no son aptos para para ser visionados por niños y niñas menores de 18 años.;50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;DICIEMBRE;CHILEVISIÓN;AGOSTO;2015;– Se vincula al pueblo colombiano y en general a los inmigrantes con el sicariato violando su dignidad y poniendo en riesgo la paz social.;100;"Vulneración de la Dignidad Personal
";;;;
2016;DICIEMBRE;CHILEVISIÓN;MAYO;2015;– Se atentó contra el derecho a la intimidad, vida privada e inviolabilidad de las comunicaciones.;0;"Vulneración de la Dignidad Personal
";;;;
2016;DICIEMBRE;CLARO;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;DICIEMBRE;TELEFÓNICA;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;DICIEMBRE;VTR;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (50 UTM);50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;DICIEMBRE;VTR;JUNIO;2015;– No se emite el mínimo de horas de programación cultural obligatorias a la semana. (20 UTM);20;"Incumplimiento de Normativa de Programación Cultural
";;;;
2016;NOVIEMBRE;CANAL 13;MAYO;2015;Nota informativa “Narcotortura en Chile” presenta elementos sensacionalistas.;100;"Sensacionalismo y Desinformación
";;;;
2016;NOVIEMBRE;CHILEVISIÓN;ABRIL;2016;No se emite el mínimo de horas de programación cultural obligatorias a la semana.;20;"Incumplimiento de Normativa de Programación Cultural
";;;;
2016;NOVIEMBRE;CLARO;MAYO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;CLARO;JULIO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;DIRECTV;MAYO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;DIRECTV;JULIO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;DIRECTV;JULIO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (50 UTM);50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;TELEFÓNICA;MAYO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;TELEFÓNICA;JULIO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (20 UTM);2O;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE;TELEFÓNICA;MAYO;2016;– Se transmite publicidad de bebidas alcohólicas en “horario para todo espectador”. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE ;TELEFÓNICA;JUNIO;2016;– Se transmite publicidad de bebidas alcohólicas en “horario para todo espectador”. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE ;TELEFÓNICA;JUNIO;2016;– Se transmite publicidad de bebidas alcohólicas en “horario para todo espectador”. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;NOVIEMBRE ;TELEFÓNICA;JULIO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;OCTUBRE;CANAL 13;MAYO;2016;Nota emitida vulnera la dignidad de un menor de edad, presunta víctima de un delito, al haber sido exhibido su rostro sin protección, lo que conduce inequívocamente a su identificación.;150;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2016;SEPTIEMBRE;PLUG & PLAY;ABRIL;2016;CONTENIDO PORNOGRÁFICO. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;PLUG & PLAY;ABRIL;2016;EXHIBICIÓN EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SER CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;PLUG & PLAY;ABRIL;2016;CONTENIDO PORNOGRÁFICO. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;PLUG & PLAY;ABRIL;2016;CONTENIDO PORNOGRÁFICO. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;PLUG & PLAY;ABRIL;2016;CONTENIDO PORNOGRÁFICO. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;TVN;MAYO;2016;EXHIBICIÓN EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SER CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (50 UTM);Vulneración de la Dignidad Personal;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;CLARO;ABRIL;2016;SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;DIRECTV;ABRIL;2016;SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;TELEFÓNICA;ABRIL;2016;SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (20 UTM);40;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;TELEFÓNICA;MAYO;2016;SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;VTR;ABRIL;2016;SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (20 UTM);80;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;VTR;MAYO;2016;SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (20 UTM);20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;SEPTIEMBRE;VTR;MAYO;2016;;;;;;;
2016;AGOSTO;CANAL 13;MARZO;2016;– VULNERAR LA DIGNIDAD PERSONAL DE UNA PAREJA DE HERMANOS EN ESTADO DE VULNERABILIDAD, EN ATENCIÓN A SU CONDICIÓN DE TRASTORNO O PERTURBACIÓN MENTAL. (300 UTM);300;"Vulneración de la Dignidad Personal
";;;;
2016;AGOSTO;CANAL 13;MARZO;2016;– VULNERAR LA DIGNIDAD PERSONAL DE UNA MUJER AGREDIDA SEXUALMENTE (300 UTM);300;"Vulneración de la Dignidad Personal
";;;;
2016;AGOSTO;CANAL 13;ABRIL;2016;– EXHIBE ELEMENTOS SUFICIENTES PARA DETERMINAR LA IDENTIDAD DE UNA MENOR VÍCTIMA DE UN HECHO CONSTITUTIVO DE DELITO SEXUAL, A RESULTAS DE LO CUAL FUE VULNERADA SU INTIMIDAD Y, CON ELLO, SU DIGNIDAD PERSONAL. (300 UTM);300;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2016;AGOSTO;CLARO;ABRIL;2016;– EXHIBICIÓN EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SER CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;CLARO;ABRIL;2016;– SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;DIRECTV;ABRIL;2016;– EXHIBICIÓN EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SER CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;DIRECTV;ABRIL;2016;– SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;TELEFÓNICA;ABRIL;2016;– EXHIBICIÓN EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SER CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;TELEFÓNICA;ABRIL;2016;– SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;VTR;ABRIL;2016;– EXHIBICIÓN EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SER CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;AGOSTO;VTR;ABRIL;2016;– SE EXHIBE EN “HTE”, NO OBSTANTE SU CALIFICACIÓN PARA MAYORES DE 18 AÑOS. (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JULIO;CHILEVISIÓN;MARZO;2016;Se exhiben cuestionamientos de la paternidad de un niño de 11 años de edad, con lo que se habría vulnerado su derecho a la vida privada, su vida familiar y al respeto de su interés superior. (100 UTM);100;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2016;JULIO;TELEFÓNICA;MARZO;2016;EN “HORARIO PARA TODO ESPECTADOR”, SE EXHIBE CONTENIDO INADECUADO PARA SER VISIONADO POR MENORES. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JULIO;TELEFÓNICA;ABRIL;2016;SE EXHIBE EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SU CALIFICACIÓN COMO PARA MAYORES DE 18 AÑOS (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JULIO;VTR;MARZO;2016;SE EXHIBE EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SU CALIFICACIÓN COMO PARA MAYORES DE 18 AÑOS. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JULIO;VTR;ABRIL;2016;SE EXHIBE EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SU CALIFICACIÓN COMO PARA MAYORES DE 18 AÑOS. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JULIO;DIRECTV;ABRIL;2016;SE EXHIBE EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SU CALIFICACIÓN COMO PARA MAYORES DE 18 AÑOS. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JULIO;CLARO;ABRIL;2016;SE EXHIBE EN “HORARIO PARA TODO ESPECTADOR”, NO OBSTANTE SU CALIFICACIÓN COMO PARA MAYORES DE 18 AÑOS. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;CLARO;ENERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;CLARO;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;CLARO;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;CLARO;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;DIRECTV;ENERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;DIRECTV;ENERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;DIRECTV;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;DIRECTV;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;DIRECTV;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;TELEFÓNICA;ENERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;TELEFÓNICA;ENERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;TELEFÓNICA;SEPTIEMBRE;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;TELEFÓNICA;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;TELEFÓNICA;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;TELEFÓNICA;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;VTR;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (350 UTM);350;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
